id,clvcuenca,cuenca,clvrha,clvrh,fechadof,fechacorte,subregion,cp,ar,uc,r,im,ex,ev,av,ab,rxy,d,idcatclasificacion,clasificacion,anio
1066,"1114","Río Baluarte 1","III","RH011","2020-09-21","2020-02-04Z","",1671.086,0,8.524,0.681,0,0,0,0,1663.243,25.556,1637.687,2,"Con disponibilidad",2020
1070,"1115","Río Baluarte 2","III","RH011","2020-09-21","2020-02-04Z","",186.915,1663.243,28.428,0.001,0,0,0,0,1821.73,0,1821.73,2,"Con disponibilidad",2020
1075,"1116","Río Presidio 1","III","RH011","2020-09-21","2020-02-04Z","",1004.131,0,3.717,0,0,327.7,0,0,672.714,271.156,401.558,2,"Con disponibilidad",2020
1087,"1117","Río Presidio 2","III","RH011","2020-09-21","2020-02-04Z","",73.926,672.714,420.043,0,327.7,0,0,0,654.298,13,641.298,2,"Con disponibilidad",2020
1090,"1118","Río Acaponeta 1","III","RH011","2020-09-21","2020-02-04Z","",1357.01,0,3.278,1.158,0,0,0,0,1354.89,3.283,1351.607,2,"Con disponibilidad",2020
1099,"1119","Río Acaponeta 2","III","RH011","2020-09-21","2020-02-04Z","",78.24,1354.89,3.478,2.181,0,0,0,0,1431.834,0,1431.834,2,"Con disponibilidad",2020
1103,"1120","Río Rosa Morada 1","III","RH011","2020-09-21","2020-02-04Z","",80.087,0,0.438,0.106,0,0,0,0,79.756,4.049,75.707,2,"Con disponibilidad",2020
1114,"1121","Río Rosa Morada 2","III","RH011","2020-09-21","2020-02-04Z","",66.5,79.756,7.666,4.728,0,0,0,0,143.318,0,143.318,2,"Con disponibilidad",2020
1117,"1122","Río Bejuco 1","III","RH011","2020-09-21","2020-02-04Z","",147.972,0,0.795,0.175,0,0,0,0,147.352,6.089,141.263,2,"Con disponibilidad",2020
1128,"1123","Río Bejuco 2","III","RH011","2020-09-21","2020-02-04Z","",51.402,147.352,8.567,8.567,0,0,0,0,198.754,0,198.754,2,"Con disponibilidad",2020
1132,"1124","Grupo de Corrientes Mazatlán","III","RH011","2020-09-21","2020-02-04Z","",21.501,0,0.006,0.005,0,0,0,0,21.499,0,21.499,2,"Con disponibilidad",2020
1133,"1125","Grupo de Corrientes Huizache","III","RH011","2020-09-21","2020-02-04Z","",52.968,0,0.084,0.014,0,0,0,0,52.897,0,52.897,2,"Con disponibilidad",2020
1136,"1126","Grupo de Corrientes Marismas Nacionales","III","RH011","2020-09-21","2020-02-04Z","",554.476,0,300.058,0.059,0,0,0,0,254.477,0,254.477,2,"Con disponibilidad",2020
1139,"1201","Río Lerma 1","VIII","RH012","2020-09-21","2020-02-04Z","",228.529,0,94.941,65.656,44.371,0,12.157,-0.575,232.033,232.033,0,1,"Sin disponibilidad",2020
1154,"1202","Río La Gavia","VIII","RH012","2020-09-21","2020-02-04Z","",104.118,0,32.119,4.056,0,0,12.774,0.004,63.277,63.277,0,1,"Sin disponibilidad",2020
1160,"1203","Río Jaltepec","VIII","RH012","2020-09-21","2020-02-04Z","",92.501,0,33.812,5.322,0,0,14.351,0.904,48.756,48.756,0,1,"Sin disponibilidad",2020
1163,"1204","Río Lerma 2","VIII","RH012","2020-09-21","2020-02-04Z","",386.84,344.067,595.073,16.712,0,0,74.511,2.486,75.548,75.549,-0.001,1,"Sin disponibilidad",2020
1178,"1205","Río Lerma 3","VIII","RH012","2020-09-21","2020-02-04Z","",475.613,75.548,951.204,501.441,0,0,91.506,6.517,3.376,3.384,-0.008,1,"Sin disponibilidad",2020
1186,"1206","Río Lerma 4","VIII","RH012","2020-09-21","2020-02-04Z","",102.836,119.542,436.869,761.593,118.255,587.908,6.417,0,71.032,73.485,-2.453,1,"Sin disponibilidad",2020
1190,"1207","Río La Laja 1","VIII","RH012","2020-09-21","2020-02-04Z","",251.617,0,109.103,16.127,0,0,52.416,1.973,104.252,104.357,-0.105,1,"Sin disponibilidad",2020
1197,"1208","Río Querétaro","VIII","RH012","2020-09-21","2020-02-04Z","",105.229,0,121.647,66.068,0,0,12.111,0,37.539,37.577,-0.038,1,"Sin disponibilidad",2020
1204,"1209","Río La Laja 2","VIII","RH012","2020-09-21","2020-02-04Z","",77.311,141.791,138.841,38.409,0,0,2.504,0,116.166,116.424,-0.259,1,"Sin disponibilidad",2020
1217,"1210","Laguna  de Yuriria","VIII","RH012","2020-09-21","2020-02-04Z","",188.609,0,4.533,1.278,96.698,118.255,169.965,-3.65,-2.518,0,-2.518,1,"Sin disponibilidad",2020
1224,"1211","Río Turbio","VIII","RH012","2020-09-21","2020-02-04Z","",183.395,0,187.34,115.779,0,0,19.408,0,92.426,95.618,-3.192,1,"Sin disponibilidad",2020
1228,"1212","Río Angulo","VIII","RH012","2020-09-21","2020-02-04Z","",352.204,0,276.352,213.908,0,0,36.8,0.526,252.433,261.151,-8.718,1,"Sin disponibilidad",2020
1242,"1213","Río Lerma 5","VIII","RH012","2020-09-21","2020-02-04Z","",279.948,415.891,682.614,117.801,491.21,0,27.5,0,594.736,639.799,-45.062,1,"Sin disponibilidad",2020
1248,"1214","Río Lerma 6","VIII","RH012","2020-09-21","2020-02-04Z","",307.195,594.736,295.745,29.763,0,92.39,27.107,0,516.452,587.045,-70.593,1,"Sin disponibilidad",2020
1257,"1215","Río Zula","VIII","RH012","2020-09-21","2020-02-04Z","",209.175,0,80.041,9.499,0,0,10.982,0,127.651,145.1,-17.448,1,"Sin disponibilidad",2020
1260,"1216","Río Duero","VIII","RH012","2020-09-21","2020-02-04Z","",504.67,0,490.115,266.176,0,0,6.295,0,274.435,311.948,-37.512,1,"Sin disponibilidad",2020
1273,"1217","Río Lerma 7","VIII","RH012","2020-09-21","2020-02-04Z","",787.314,918.539,445.781,35.629,92.39,325.71,1391.729,-78.679,-250.669,0,-250.669,1,"Sin disponibilidad",2020
1279,"1218","Lago de Pátzcuaro","VIII","RH012","2020-09-21","2020-02-04Z","",69.58,0,27.496,2.924,0,0,105.93,0,-60.922,0,-60.922,1,"Sin disponibilidad",2020
1287,"1219","Lago de Cuitzeo","VIII","RH012","2020-09-21","2020-02-04Z","",488.54,0,177.715,98.922,0,0,443.293,-2.017,-31.529,0,-31.529,1,"Sin disponibilidad",2020
1297,"1220","Río San Pedro","VIII","RH012","2020-09-21","2020-02-04Z","",85.521,69.973,78.965,7.655,0,14.165,0,0,70.019,70.013,0.006,2,"Con disponibilidad",2020
1304,"1221","Presa Calles","VIII","RH012","2020-09-21","2020-02-04Z","",78.137,0,4.144,0.604,127.695,113.53,14.063,4.726,69.973,69.97,0.003,2,"Con disponibilidad",2020
1314,"1222","Presa El Niágara","VIII","RH012","2020-09-21","2020-02-04Z","",41.302,70.019,173.756,7.219,113.53,0,7.197,0.114,51.003,50.983,0.02,2,"Con disponibilidad",2020
1316,"1223","Presa El Cuarenta","VIII","RH012","2020-09-21","2020-02-04Z","",61.996,0,27.066,2.795,0,0,2.586,-0.176,35.316,35.305,0.011,2,"Con disponibilidad",2020
1328,"1224","Río de Lagos","VIII","RH012","2020-09-21","2020-02-04Z","",131.679,35.316,52.803,5.202,0,0,9.728,0,109.665,109.609,0.056,2,"Con disponibilidad",2020
1336,"1225","Presa Ajojucar","VIII","RH012","2020-09-21","2020-02-04Z","",57.144,51.003,14.959,1.559,0,0,2.315,0,92.432,92.39,0.043,2,"Con disponibilidad",2020
1339,"1226","Río Grande","VIII","RH012","2020-09-21","2020-02-04Z","",21.569,0,2.529,0.229,0,0,1.615,0,17.654,17.646,0.008,2,"Con disponibilidad",2020
1350,"1227","Río Encarnación","VIII","RH012","2020-09-21","2020-02-04Z","",100.647,0,32.901,3.097,0,0,12.405,0,58.438,58.411,0.027,2,"Con disponibilidad",2020
1360,"1228","Río Aguascalientes","VIII","RH012","2020-09-21","2020-02-04Z","",32.833,168.525,16.155,2.317,0,0,3.199,0,184.321,184.227,0.094,2,"Con disponibilidad",2020
1369,"1229","Río San Miguel","VIII","RH012","2020-09-21","2020-02-04Z","",74.036,0,5.838,0.673,0,0,2.268,0,66.604,66.57,0.034,2,"Con disponibilidad",2020
1372,"1230","Río del Valle","VIII","RH012","2020-09-21","2020-02-04Z","",60.704,0,40.695,9.148,0,0,10.989,0,18.169,18.16,0.009,2,"Con disponibilidad",2020
1381,"1231","Río Verde 1","VIII","RH012","2020-09-21","2020-02-04Z","",164.452,378.758,28.667,3.342,0,119.837,3.752,0,394.297,394.018,0.279,2,"Con disponibilidad",2020
1392,"1232","Río Verde 2","VIII","RH012","2020-09-21","2020-02-04Z","",187.33,394.297,361.568,5.977,0,0,4.573,0,221.463,221.047,0.415,2,"Con disponibilidad",2020
1397,"1233","Río Palomas","VIII","RH012","2020-09-21","2020-02-04Z","",29.112,0,0.695,0.066,0,0,1.544,0,26.939,26.937,0.002,2,"Con disponibilidad",2020
1403,"1234","Presa El Chique","VIII","RH012","2020-09-21","2020-02-04Z","",95.452,26.939,49.642,5,0,0,11.481,-0.167,66.435,66.423,0.011,2,"Con disponibilidad",2020
1416,"1235","Río Juchipila 1","VIII","RH012","2020-09-21","2020-02-04Z","",149.129,66.435,88.657,9.135,0,113.53,6.499,-0.08,16.093,16.055,0.038,2,"Con disponibilidad",2020
1422,"1236","Río Juchipila 2","VIII","RH012","2020-09-21","2020-02-04Z","",186.365,16.093,22.394,3.428,0,0,0.937,0,182.555,182.072,0.483,2,"Con disponibilidad",2020
1430,"1237","Río Santiago 1","VIII","RH012","2020-09-21","2020-02-04Z","",474.193,0,1891.559,1746.321,168.396,0,38.927,0.308,458.116,457.257,0.859,2,"Con disponibilidad",2020
1439,"1238","Río Santiago 2","VIII","RH012","2020-09-21","2020-02-04Z","",385.853,679.579,455.739,357.012,157.314,0,3.996,0,1120.024,1117.06,2.964,2,"Con disponibilidad",2020
1445,"1239","Presa Santa Rosa","VIII","RH012","2020-09-21","2020-02-04Z","",446.638,1302.579,1579.204,1560.922,0,0,15.53,6.319,1709.086,1700.327,8.759,2,"Con disponibilidad",2020
1449,"1240","Río Santiago 3","VIII","RH012","2020-09-21","2020-02-04Z","",401.491,1709.086,7.709,1.323,0,0,0.341,0,2103.85,2093.027,10.823,2,"Con disponibilidad",2020
1463,"1241","Río Tepetongo","VIII","RH012","2020-09-21","2020-02-04Z","",84.203,0,46.143,4.388,0,0,10.438,0.461,31.549,31.392,0.157,2,"Con disponibilidad",2020
1471,"1242","Río Tlaltenango","VIII","RH012","2020-09-21","2020-02-04Z","",242.191,0,75.497,8.263,0,0,7.96,1.258,165.739,164.912,0.826,2,"Con disponibilidad",2020
1475,"1243","Arroyo Lobatos","VIII","RH012","2020-09-21","2020-02-04Z","",65.279,0,7.532,0.902,0,0,1.015,0.001,57.633,57.346,0.287,2,"Con disponibilidad",2020
1483,"1244","Río Bolaños 1","VIII","RH012","2020-09-21","2020-02-04Z","",392.703,254.922,13.792,2.043,0,0,1.932,0,633.944,630.704,3.239,2,"Con disponibilidad",2020
1494,"1245","Río Bolaños 2","VIII","RH012","2020-09-21","2020-02-04Z","",285.894,633.944,5.166,1.29,0,0,0.989,0,914.973,910.266,4.707,2,"Con disponibilidad",2020
1501,"1246","Río San Juan","VIII","RH012","2020-09-21","2020-02-04Z","",406.664,0,104.575,75.871,0,0,1.7,0,376.26,362.081,14.179,2,"Con disponibilidad",2020
1508,"1247","Río Atengo","VIII","RH012","2020-09-21","2020-02-04Z","",762.675,376.26,6.842,1.096,0,0,0.645,0,1132.544,1089.584,42.96,2,"Con disponibilidad",2020
1515,"1248","Río Jesús María","VIII","RH012","2020-09-21","2020-02-04Z","",370.41,0,0.861,0.561,0,0,0,0,370.11,356.153,13.957,2,"Con disponibilidad",2020
1520,"1249","Río Huaynamota","VIII","RH012","2020-09-21","2020-02-04Z","",242.99,370.11,3.599,0.541,0,0,0,0,610.043,586.902,23.141,2,"Con disponibilidad",2020
1532,"1250","Río Santiago 4","VIII","RH012","2020-09-21","2020-02-04Z","",351.153,3018.822,5413.882,2955.994,0,0,53.155,1.005,857.927,825.384,32.543,2,"Con disponibilidad",2020
1543,"1251","Río Santiago 5","VIII","RH012","2020-09-21","2020-02-04Z","",402.327,2600.514,4175.432,2457.99,0,0,132.691,-11.532,1164.24,957.096,207.144,2,"Con disponibilidad",2020
1548,"1252","Río Santiago 6","VIII","RH012","2020-09-21","2020-02-04Z","",734.065,1164.24,4746.256,8591.339,0,167.625,4.286,0,5571.478,3705.14,1866.338,2,"Con disponibilidad",2020
1552,"1253","Laguna Villa Corona A","VIII","RH012","2020-09-21","2020-02-04Z","",35.93,0,1.664,0.719,0,0,7.192,-0.15,27.943,27.943,0,1,"Sin disponibilidad",2020
1563,"1254","Laguna Villa Corona B","VIII","RH012","2020-09-21","2020-02-04Z","",62.5,27.943,20.366,2.037,0,0,50.062,0,22.052,22.052,0,1,"Sin disponibilidad",2020
1571,"1255","Laguna San Marcos-Zacoalco","VIII","RH012","2020-09-21","2020-02-04Z","",47.09,0,0.109,0.082,0,0,71.852,0,-24.789,0,-24.789,1,"Sin disponibilidad",2020
1574,"1256","Laguna de Sayula A","VIII","RH012","2020-09-21","2020-02-04Z","",12.67,0,0.196,0.101,0,0,2.092,0.784,9.699,11.46,-1.761,1,"Sin disponibilidad",2020
1584,"1257","Laguna de Sayula B","VIII","RH012","2020-09-21","2020-02-04Z","",204.18,9.699,36.017,4.303,0,0,221.393,0.389,-39.616,0,-39.616,1,"Sin disponibilidad",2020
1591,"1258","Laguna de Zapotlán","VIII","RH012","2020-09-21","2020-02-04Z","",76,0,3.241,1.266,0,0,17.198,0,56.827,45.54,11.287,2,"Con disponibilidad",2020
1600,"1301","Ixtapa","VIII","RH013","2020-09-21","2020-02-04Z","",132.633,0,21.882,5.377,0,0,0,0,116.128,0,116.128,2,"Con disponibilidad",2020
1601,"1302","Pitillal","VIII","RH013","2020-09-21","2020-02-04Z","",98.63,0,0.099,0.028,0,0,0,0,98.559,0,98.559,2,"Con disponibilidad",2020
1612,"1303","Cuale","VIII","RH013","2020-09-21","2020-02-04Z","",90.896,0,8.108,5.857,0,0,0,0,88.646,0,88.646,2,"Con disponibilidad",2020
1621,"1304","San Blas","VIII","RH013","2020-09-21","2020-02-04Z","",319.859,0,244.648,96.477,167.625,0,0,0,339.313,0,339.313,2,"Con disponibilidad",2020
1624,"1305","Huicicila","VIII","RH013","2020-09-21","2020-02-04Z","",457.469,0,41.24,9.857,0,0,0,0,426.086,0,426.086,2,"Con disponibilidad",2020
1634,"1306","Tecomala","VIII","RH013","2020-09-21","2020-02-04Z","",230.58,0,2.884,1.492,0,0,0,0,229.188,0,229.188,2,"Con disponibilidad",2020
1636,"1401","Salado","VIII","RH014","2020-09-21","2020-02-04Z","",259.034,0,54.079,10.162,0,0,18.748,2.249,194.12,167.065,27.055,2,"Con disponibilidad",2020
1643,"1402","Cocula","VIII","RH014","2020-09-21","2020-02-04Z","",184.582,194.12,79.288,16.17,0,0,0,0,315.584,260.55,55.034,2,"Con disponibilidad",2020
1652,"1403","Ahuacatlán","VIII","RH014","2020-09-21","2020-02-04Z","",207.21,0,23.102,7.997,0,0,0,0,192.105,158.605,33.501,2,"Con disponibilidad",2020
1660,"1404","Atenguillo","VIII","RH014","2020-09-21","2020-02-04Z","",205.157,0,4.598,1.682,0,0,0,0,202.241,166.973,35.268,2,"Con disponibilidad",2020
1669,"1405","Ameca Pijinto","VIII","RH014","2020-09-21","2020-02-04Z","",366.837,709.93,21.73,5.413,0,0,0,0,1060.45,871.732,188.718,2,"Con disponibilidad",2020
1676,"1406","Ameca Ixtapa A","VIII","RH014","2020-09-21","2020-02-04Z","",357.684,1060.45,2.69,0.841,0,0,0,0,1416.284,1163.763,252.521,2,"Con disponibilidad",2020
1678,"1407","Talpa","VIII","RH014","2020-09-21","2020-02-04Z","",70.826,0,0.804,0.131,0,0,0,0,70.153,60.088,10.065,2,"Con disponibilidad",2020
1688,"1408","Mascota","VIII","RH014","2020-09-21","2020-02-04Z","",398.9,70.153,108.256,85.156,0,0,0,0,445.953,366.44,79.513,2,"Con disponibilidad",2020
1693,"1409","Ameca Ixtapa B","VIII","RH014","2020-09-21","2020-02-04Z","",238.565,1862.237,103.088,20.514,0,0,0,0,2018.227,1640,378.227,2,"Con disponibilidad",2020
1702,"1501","Río Tecolotán","VIII","RH015","2020-09-21","2020-02-04Z","",149.483,0,122.422,122.306,0,0,0,0,149.367,0,149.367,2,"Con disponibilidad",2020
1712,"1502","Río Ipala","VIII","RH015","2020-09-21","2020-02-04Z","",115.968,0,2.282,2.175,0,0,0,0,115.861,62.626,53.235,2,"Con disponibilidad",2020
1714,"1503","Río María García","VIII","RH015","2020-09-21","2020-02-04Z","",199.802,0,213.349,43.214,212.47,0,0,0,242.137,0,242.137,2,"Con disponibilidad",2020
1724,"1504","Río Tomatlán A","VIII","RH015","2020-09-21","2020-02-04Z","",854.838,0,995.655,533.402,0,0,26.737,2.491,363.357,267.904,95.453,2,"Con disponibilidad",2020
1733,"1505","Río Tomatlán B","VIII","RH015","2020-09-21","2020-02-04Z","",316.281,363.357,155.942,493.98,0,212.47,0,0,805.206,496.9,308.306,2,"Con disponibilidad",2020
1739,"1506","Río San Nicolás A","VIII","RH015","2020-09-21","2020-02-04Z","",442.189,0,14.814,4.4,0,0,0,0,431.775,316.67,115.105,2,"Con disponibilidad",2020
1746,"1507","Río San Nicolás B","VIII","RH015","2020-09-21","2020-02-04Z","",40.795,0,1.637,0.989,0,0,0,0,40.147,39.05,1.097,2,"Con disponibilidad",2020
1751,"1508","Río Cuitzmala","VIII","RH015","2020-09-21","2020-02-04Z","",207.486,0,6.51,1.482,0,0,0,0,202.458,153,49.458,2,"Con disponibilidad",2020
1755,"1509","Río Purificación","VIII","RH015","2020-09-21","2020-02-04Z","",475.836,0,47.463,11.476,0,0,0,0,439.849,186.81,253.039,2,"Con disponibilidad",2020
1765,"1510","Río Marabasco A","VIII","RH015","2020-09-21","2020-02-04Z","",499.924,0,72.676,16.954,0,0,0,0,444.202,269.792,174.41,2,"Con disponibilidad",2020
1770,"1511","Río Marabasco B","VIII","RH015","2020-09-21","2020-02-04Z","",210.439,0,12.476,5.363,0,0,88.604,0,114.722,0,114.722,2,"Con disponibilidad",2020
1781,"1601","Tacotán","VIII","RH016","2020-09-21","2020-02-04Z","",156.48,0,126.776,0.344,0,0,4.054,0.494,25.5,21.161,4.339,2,"Con disponibilidad",2020
1787,"1602","Corcovado","VIII","RH016","2020-09-21","2020-02-04Z","",242.578,25.5,272.661,387.536,0,0,9.386,7.196,366.371,254.823,111.548,2,"Con disponibilidad",2020
1791,"1603","Las Piedras","VIII","RH016","2020-09-21","2020-02-04Z","",155.979,0,109.733,2.746,0,0,5.839,-0.522,43.675,30.912,12.763,2,"Con disponibilidad",2020
1802,"1604","El Rosario","VIII","RH016","2020-09-21","2020-02-04Z","",214.465,43.675,14.418,100.291,0,0,0,0,344.014,239.273,104.741,2,"Con disponibilidad",2020
1804,"1605","Canoas","VIII","RH016","2020-09-21","2020-02-04Z","",233.8,710.384,290.97,30.507,0,0,0,0,683.722,386.96,296.762,2,"Con disponibilidad",2020
1811,"1606","Armería","VIII","RH016","2020-09-21","2020-02-04Z","",756.654,683.722,878.508,111.866,0,0,0,0,673.734,0,673.734,2,"Con disponibilidad",2020
1821,"1607","Quito","VIII","RH016","2020-09-21","2020-02-04Z","",467.938,0,61.51,10.079,0,0,0,0,416.507,172.304,244.203,2,"Con disponibilidad",2020
1830,"1608","Barreras","VIII","RH016","2020-09-21","2020-02-04Z","",337.664,0,12.746,2.96,0,0,9.407,0.317,318.154,131.616,186.538,2,"Con disponibilidad",2020
1838,"1609","Coahuayana 1","VIII","RH016","2020-09-21","2020-02-04Z","",648.374,734.661,126.121,18.118,0,0,0,0,1275.032,453.518,821.513,2,"Con disponibilidad",2020
1839,"1610","Coahuayana 2","VIII","RH016","2020-09-21","2020-02-04Z","",217.368,1275.032,539.978,61.318,0,0,12.628,0.039,1001.073,0,1001.073,2,"Con disponibilidad",2020
1848,"1701","Ríos Aquila-Ostuta","VIII","RH017","2020-09-21","2020-02-04Z","",191.556,0,6.639,1.813,0,0,0,0,186.729,0,186.729,2,"Con disponibilidad",2020
1859,"1702","Río Coalcomán","VIII","RH017","2020-09-21","2020-02-04Z","",518.218,0,12.278,3.7,0,0,0,0,509.64,0,509.64,2,"Con disponibilidad",2020
1863,"1703","Ríos Marmeyera-Tupitina","VIII","RH017","2020-09-21","2020-02-04Z","",182.645,0,1.662,0.536,0,0,0,0,181.519,0,181.519,2,"Con disponibilidad",2020
1870,"1704","Río Nexpa","VIII","RH017","2020-09-21","2020-02-04Z","",362.161,0,7.558,2.654,0,0,0,0,357.258,0,357.258,2,"Con disponibilidad",2020
1879,"1705","Río Chula","VIII","RH017","2020-09-21","2020-02-04Z","",191.022,0,0.772,0.431,0,0,0,0,190.68,0,190.68,2,"Con disponibilidad",2020
1887,"1706","Río Acapilcan","VIII","RH017","2020-09-21","2020-02-04Z","",167.584,0,1.287,0.756,0,0,0,0,167.053,0,167.053,2,"Con disponibilidad",2020
1891,"1801","Río Alto Atoyac","IV","RH018","2020-09-21","2020-02-04Z","",551.059,0,338.205,231.526,0,348.731,54.055,3.318,38.276,44.825,-6.549,1,"Sin disponibilidad",2020
1897,"1802","Río Amacuzac","IV","RH018","2020-09-21","2020-02-04Z","",2305.189,0,1225.362,341.085,0,6,13.682,-0.036,1401.266,1641.037,-239.771,1,"Sin disponibilidad",2020
1903,"1803","Río Tlapaneco","IV","RH018","2020-09-21","2020-02-04Z","",1053.306,0,37.547,17.608,0,0,0,0,1033.367,1210.187,-176.82,1,"Sin disponibilidad",2020
1914,"1804","Río Nexapa","IV","RH018","2020-09-21","2020-02-04Z","",342.518,0,595.583,182.778,97.864,0,2.396,0,25.181,29.49,-4.309,1,"Sin disponibilidad",2020
1920,"1805","Río Mixteco","IV","RH018","2020-09-21","2020-02-04Z","",866.167,0,110.249,50.728,0,0,4.167,0,802.48,939.792,-137.313,1,"Sin disponibilidad",2020
1928,"1806","Río Bajo Atoyac","IV","RH018","2020-09-21","2020-02-04Z","",775.087,3300.57,270.393,65.115,176.965,0,0,0,4047.344,4786.154,-738.81,1,"Sin disponibilidad",2020
1933,"1807","Río Cutzamala","IV","RH018","2020-09-21","2020-02-04Z","",2595.35,0,3981.558,2351.032,0,484.551,61.178,94.242,324.853,384.152,-59.299,1,"Sin disponibilidad",2020
1937,"1808","Río Medio Balsas","IV","RH018","2020-09-21","2020-02-04Z","",3253.331,4372.197,4845.546,5668.595,6,0,111.388,22.283,8320.906,10748.736,-2427.829,1,"Sin disponibilidad",2020
1948,"1809","Río Cupatitzio","IV","RH018","2020-09-21","2020-02-04Z","",1176.597,0,1948.637,1223.021,0,0,0,0,450.982,582.567,-131.585,1,"Sin disponibilidad",2020
1952,"1810","Río Tacámbaro","IV","RH018","2020-09-21","2020-02-04Z","",967.942,0,228.883,87.297,0,0,0,0,826.357,1067.467,-241.11,1,"Sin disponibilidad",2020
1962,"1811","Río Tepalcatepec","IV","RH018","2020-09-21","2020-02-04Z","",1957.209,0,1753.336,870.369,0,0,55.019,12.078,1007.146,1301.005,-293.86,1,"Sin disponibilidad",2020
1970,"1812","Río Bajo Balsas","IV","RH018","2020-09-21","2020-02-04Z","",2296.377,10605.391,16070.942,14396.788,0,0,565.165,30.069,10632.38,0,10632.38,2,"Con disponibilidad",2020
1974,"1813","Río Paracho-Nahuatzen","IV","RH018","2020-09-21","2020-02-04Z","",89.4,0,0.01,0.002,0,0,0,0,89.392,89.608,-0.217,1,"Sin disponibilidad",2020
1984,"1814","Río Zirahuén","IV","RH018","2020-09-21","2020-02-04Z","",51.216,0,3.295,1.999,0,0,0,0,49.92,52.998,-3.078,1,"Sin disponibilidad",2020
1990,"1815","Río Libres Oriental","IV","RH018","2020-09-21","2020-02-04Z","",294.067,0,15.505,4.637,0,0,0,0,283.198,292.436,-9.238,1,"Sin disponibilidad",2020
1998,"1901","Río Cofradía","V","RH019","2020-09-21","2020-02-04Z","",101.117,0,0.611,0.248,0,0,0,0,100.754,0,100.754,2,"Con disponibilidad",2020
2000,"1902","Río La Unión 1","V","RH019","2020-09-21","2020-02-04Z","",240.765,0,5.098,1.069,0,0,0,0,236.737,1.171,235.566,2,"Con disponibilidad",2020
2010,"1903","Río La Unión 2","V","RH019","2020-09-21","2020-02-04Z","",17.1,236.737,1.257,0.262,0,0,0,0,252.842,0,252.842,2,"Con disponibilidad",2020
2019,"1904","Río Pontla","V","RH019","2020-09-21","2020-02-04Z","",92.708,0,0.565,0.162,0,0,0,0,92.306,0,92.306,2,"Con disponibilidad",2020
2022,"1905","Río Ixtapa 1","V","RH019","2020-09-21","2020-02-04Z","",269.387,0,0.6,0.13,0,0,0,0,268.917,96.612,172.305,2,"Con disponibilidad",2020
2029,"1906","Río Ixtapa 2","V","RH019","2020-09-21","2020-02-04Z","",5.04,268.917,2.469,0,0,0,0,0,271.488,95.954,175.534,2,"Con disponibilidad",2020
2039,"1907","Río Zihuatanejo","V","RH019","2020-09-21","2020-02-04Z","",46,0,0.025,0.012,0,0,0,0,45.987,0,45.987,2,"Con disponibilidad",2020
2046,"1908","Río San Jeronimito","V","RH019","2020-09-21","2020-02-04Z","",343.489,0,4.335,0.789,0,0,0,0,339.944,146.013,193.93,2,"Con disponibilidad",2020
2055,"1909","Río Petatlán 1","V","RH019","2020-09-21","2020-02-04Z","",351.405,0,0.315,0.079,0,0,0,0,351.169,150.835,200.334,2,"Con disponibilidad",2020
2056,"1910","Río Petatlán 2","V","RH019","2020-09-21","2020-02-04Z","",21.775,691.112,17.588,2.975,0,0,0,0,698.274,289.89,408.384,2,"Con disponibilidad",2020
2067,"1911","Río Tule","V","RH019","2020-09-21","2020-02-04Z","",74.448,0,1.437,0.316,0,0,0,0,73.327,0,73.327,2,"Con disponibilidad",2020
2076,"1912","Río Coyuquilla 1","V","RH019","2020-09-21","2020-02-04Z","",394.022,0,9.434,1.957,0,0,0,0,386.545,193.439,193.106,2,"Con disponibilidad",2020
2079,"1913","Río Coyuquilla 2","V","RH019","2020-09-21","2020-02-04Z","",15.157,386.545,16.173,3.227,0,0,0,0,388.756,186.466,202.29,2,"Con disponibilidad",2020
2087,"1914","Río Porvenir","V","RH019","2020-09-21","2020-02-04Z","",48.426,0,0.048,0.015,0,0,0,0,48.394,0,48.394,2,"Con disponibilidad",2020
2093,"1915","Río San Luis 1","V","RH019","2020-09-21","2020-02-04Z","",423.927,0,24.08,4.855,0,0,0,0,404.702,140.196,264.507,2,"Con disponibilidad",2020
2099,"1916","Río San Luis 2","V","RH019","2020-09-21","2020-02-04Z","",3.263,404.702,1.833,0.206,0,0,0,0,406.339,139.565,266.774,2,"Con disponibilidad",2020
2108,"1917","Laguna de Nuxco","V","RH019","2020-09-21","2020-02-04Z","",66.82,0,0.044,0.031,0,0,0,0,66.807,0,66.807,2,"Con disponibilidad",2020
2114,"1918","Río Tecpan 1","V","RH019","2020-09-21","2020-02-04Z","",1118.632,0,0.544,0.166,0,0,0,0,1118.254,615.198,503.056,2,"Con disponibilidad",2020
2121,"1919","Río Tecpan 2","V","RH019","2020-09-21","2020-02-04Z","",55.098,1118.254,36.324,6.932,0,0,0,0,1143.96,613,530.96,2,"Con disponibilidad",2020
2129,"1920","Río El Tular","V","RH019","2020-09-21","2020-02-04Z","",57.749,0,0.013,0.01,0,0,0,0,57.746,0,57.746,2,"Con disponibilidad",2020
2139,"1921","Río Atoyac 1","V","RH019","2020-09-21","2020-02-04Z","",677.669,0,33.504,8.126,0,0,0,0,652.292,254.49,397.802,2,"Con disponibilidad",2020
2141,"1922","Río Atoyac 2","V","RH019","2020-09-21","2020-02-04Z","",14.333,652.292,0.824,0,0,0,0,0,665.801,259.258,406.543,2,"Con disponibilidad",2020
