CVEGEO,Municipio,Pobreza_pct,Pobreza_extrema_pct,Carencia_servicios_pct,Estado,poblacion_total,pct_rural,clasificacion_rural,monto_agua,monto_recaudado_percapita,tomas_pagadas,Clave RHA,RHA,cobertura_agua_conagua_pct,carencia_agua_conagua_pct
14099,Tolimán,46.1403367243,9.3040495742,39.5019516565,Jalisco,11263,71.25099884577821,Rural,387288.0,35.0,610.0,VIII,Lerma-Santiago-Pacífico,96.89,3.1099999999999994
14100,Tomatlán,46.243949942,6.5772473622,33.1076521946,Jalisco,36631,47.16223963309765,Urbano,2069497.0,57.0,1093.0,VIII,Lerma-Santiago-Pacífico,97.78,2.219999999999999
14101,Tonalá,37.1575558112,4.3275392516,3.8411063359,Jalisco,569988,1.7393348631901024,Urbano,252378100.0,443.0,98050.0,VIII,Lerma-Santiago-Pacífico,98.62,1.3799999999999955
14102,Tonaya,28.8555727288,1.6445131376,10.1837540787,Jalisco,5975,37.97489539748954,Urbano,3791694.0,636.0,2138.0,VIII,Lerma-Santiago-Pacífico,99.71,0.29000000000000625
14103,Tonila,29.0012286689,1.931331058,3.3037542662,Jalisco,7587,11.915117964940029,Urbano,633680.0,84.0,1087.0,VIII,Lerma-Santiago-Pacífico,99.68,0.3199999999999932
14104,Totatiche,37.16075,2.8595,6.35,Jalisco,4255,100.0,Rural,1201963.0,288.0,1900.0,VIII,Lerma-Santiago-Pacífico,98.43,1.5699999999999932
14105,Tototlán,41.3914024019,4.2057156277,13.7118904297,Jalisco,23840,42.07634228187919,Urbano,5985904.0,254.0,4263.0,VIII,Lerma-Santiago-Pacífico,99.08,0.9200000000000017
14106,Tuxcacuesco,36.5550100424,6.1234099531,28.297255077,Jalisco,5729,100.0,Rural,542064.0,99.0,1100.0,VIII,Lerma-Santiago-Pacífico,99.69,0.3100000000000023
14107,Tuxcueca,47.8009904054,6.7822655525,3.6211699164,Jalisco,6727,43.30310688271146,Urbano,1986282.0,296.0,2235.0,VIII,Lerma-Santiago-Pacífico,99.43,0.5699999999999932
14108,Tuxpan,37.7896139906,4.9827609802,19.1379079078,Jalisco,37652,19.07202804631892,Urbano,9321864.0,248.0,8389.0,VIII,Lerma-Santiago-Pacífico,99.73,0.269999999999996
14109,Unión de San Antonio,34.4191250163,3.7245863364,24.6952104111,Jalisco,19325,54.78913324708926,Rural,5221402.0,274.0,2591.0,VIII,Lerma-Santiago-Pacífico,96.76,3.239999999999995
14110,Unión de Tula,37.0298808142,4.3518423896,8.5583921089,Jalisco,13853,31.21345556919079,Urbano,8053885.0,584.0,6907.0,VIII,Lerma-Santiago-Pacífico,99.35,0.6500000000000057
14111,Valle de Guadalupe,25.9630668537,1.0384915069,4.363409693,Jalisco,6778,31.72027146650929,Urbano,3167832.0,478.0,2259.0,VIII,Lerma-Santiago-Pacífico,99.11,0.8900000000000006
14112,Valle de Juárez,44.5354159706,4.6640494487,9.7728032075,Jalisco,6242,29.221403396347323,Urbano,2773451.0,451.0,4616.0,VIII,Lerma-Santiago-Pacífico,99.58,0.4200000000000017
14113,San Gabriel,39.2503167859,5.9174599572,33.5461909536,Jalisco,16646,69.30794184789139,Rural,2174736.0,131.0,5085.0,VIII,Lerma-Santiago-Pacífico,98.1,1.9000000000000057
14114,Villa Corona,41.9449291283,2.623647637,3.3770207003,Jalisco,19110,12.872841444270016,Urbano,3401998.0,178.0,5622.0,VIII,Lerma-Santiago-Pacífico,99.69,0.3100000000000023
14115,Villa Guerrero,49.409015025,9.9968465962,16.3606010017,Jalisco,5638,28.64490954239092,Urbano,1012583.0,183.0,1464.0,VIII,Lerma-Santiago-Pacífico,93.25,6.75
14116,Villa Hidalgo,44.8784297373,4.8252499059,6.2974554992,Jalisco,20166,22.67182386194585,Urbano,15220994.0,758.0,6838.0,VIII,Lerma-Santiago-Pacífico,98.96,1.0400000000000063
14117,Cañadas de Obregón,32.3517611383,2.2652204339,6.6713319338,Jalisco,4477,32.454768818405185,Urbano,1948029.0,444.0,1845.0,VIII,Lerma-Santiago-Pacífico,98.65,1.3499999999999943
14118,Yahualica de González Gallo,39.6253992779,3.2028505084,12.6946924032,Jalisco,22642,35.97297058563731,Urbano,5730945.0,256.0,6321.0,VIII,Lerma-Santiago-Pacífico,97.74,2.260000000000005
14119,Zacoalco de Torres,49.8708176234,7.99812155,12.7402009303,Jalisco,30524,33.347529812606474,Urbano,12462312.0,409.0,5705.0,VIII,Lerma-Santiago-Pacífico,98.92,1.0799999999999983
14120,Zapopan,26.5960583242,2.7313782181,2.3163480291,Jalisco,1476892,1.857752631878296,Urbano,1137958483.0,771.0,322919.0,VIII,Lerma-Santiago-Pacífico,97.21,2.7900000000000063
14121,Zapotiltic,35.1467174661,3.3795444228,14.1184006119,Jalisco,33752,10.606778857549182,Urbano,7834921.0,232.0,4563.0,VIII,Lerma-Santiago-Pacífico,99.23,0.769999999999996
14122,Zapotitlán de Vadillo,47.6201010515,9.6330738768,34.3165369384,Jalisco,7500,43.81333333333333,Urbano,932068.0,125.0,1891.0,VIII,Lerma-Santiago-Pacífico,98.51,1.4899999999999949
14123,Zapotlán del Rey,38.6116307751,5.2785204274,21.8915896654,Jalisco,19400,66.95876288659794,Rural,2400116.0,124.0,4266.0,VIII,Lerma-Santiago-Pacífico,99.39,0.6099999999999994
14124,Zapotlanejo,38.031279384,4.8420000022,7.2178828215,Jalisco,64931,39.68058400455868,Urbano,28745243.0,444.0,18909.0,VIII,Lerma-Santiago-Pacífico,98.45,1.5499999999999972
14125,San Ignacio Cerro Gordo,39.1084667939,4.2059102438,6.9172332817,Jalisco,18396,42.80821917808219,Urbano,6680362.0,364.0,2830.0,VIII,Lerma-Santiago-Pacífico,98.37,1.6299999999999955
15001,Acambay,65.6881799027,17.1476829067,38.8264560021,México,67876,84.30667688137191,Rural,2258375.0,33.0,1204.0,XIII,Aguas del Valle de México,90.37,9.629999999999995
15002,Acolman,54.6639922159,9.8858915771,20.2393058789,México,171514,3.1536784169222334,Urbano,15734157.0,92.0,4906.0,XIII,Aguas del Valle de México,89.59,10.409999999999997
15003,Aculco,48.7357327871,5.65385337,24.0050140821,México,49268,94.25184704067549,Rural,9509445.0,193.0,2707.0,XIII,Aguas del Valle de México,93.69,6.310000000000002
15004,Almoloya de Alquisiras,57.3376142553,10.0427635109,44.4510193503,México,15333,79.40390008478445,Rural,0.0,0.0,0.0,IV,Balsas,96.1,3.9000000000000057
15005,Almoloya de Juárez,65.2792137158,18.6585110325,29.007643928,México,174603,43.3446160718888,Urbano,10739227.0,62.0,16987.0,VIII,Lerma-Santiago-Pacífico,92.49,7.510000000000005
15006,Almoloya del Río,62.2461416686,8.5310349509,3.5496382175,México,12694,14.98345675122105,Urbano,466903.0,37.0,5.0,VIII,Lerma-Santiago-Pacífico,99.88,0.12000000000000455
15007,Amanalco,68.3022197278,16.3989632551,28.9966231544,México,23675,62.33157338965153,Rural,241482.0,10.0,169.0,IV,Balsas,95.6,4.400000000000006
15008,Amatepec,62.4959171143,16.0792742181,60.3278518808,México,25308,88.05911174332228,Rural,76144.0,3.0,311.0,IV,Balsas,91.77,8.230000000000004
15009,Amecameca,59.7448752762,8.8342779884,7.0288211935,México,53486,15.884530531354,Urbano,10341880.0,194.0,3554.0,XIII,Aguas del Valle de México,98.79,1.2099999999999937
15010,Apaxco,52.7376477617,6.259464405,4.1312328495,México,31898,27.77290112232742,Urbano,3782192.0,119.0,2558.0,XIII,Aguas del Valle de México,98.19,1.8100000000000023
15011,Atenco,68.2922136295,13.184218803,18.0580600002,México,75489,8.520446687596868,Urbano,792776.0,11.0,1263.0,XIII,Aguas del Valle de México,90.73,9.269999999999996
15012,Atizapán,62.7877563082,9.9613314008,6.0828385212,México,12987,16.277816277816278,Urbano,317500.0,24.0,0.0,VIII,Lerma-Santiago-Pacífico,99.79,0.20999999999999375
15013,Atizapán de Zaragoza,38.3074404439,3.8827093467,0.747158404,México,523674,0.1162937247218689,Urbano,399993916.0,764.0,79547.0,XIII,Aguas del Valle de México,99.65,0.3499999999999943
15014,Atlacomulco,56.438024466,9.2712564916,17.3568539263,México,109421,36.71050346825563,Urbano,66201680.0,605.0,13685.0,VIII,Lerma-Santiago-Pacífico,96.35,3.6500000000000057
15015,Atlautla,75.5953023737,17.0903794471,24.0420605492,México,31915,9.600501331662228,Urbano,2924932.0,92.0,1682.0,IV,Balsas,92.58,7.420000000000002
15016,Axapusco,62.8876025469,6.5045909818,8.5812011263,México,29149,42.95859206147723,Urbano,3035931.0,104.0,2578.0,XIII,Aguas del Valle de México,97.82,2.180000000000007
15017,Ayapango,47.7840745172,5.1777889196,9.1216429585,México,10112,60.69026898734177,Rural,655808.0,65.0,440.0,XIII,Aguas del Valle de México,97.81,2.1899999999999977
15018,Calimaya,50.653139362,6.5422236681,5.5266699884,México,68491,26.2939656305208,Urbano,6104297.0,89.0,1909.0,VIII,Lerma-Santiago-Pacífico,99.13,0.8700000000000045
15019,Capulhuac,60.0276410432,5.7961184491,3.4233676378,México,36928,13.277188041594451,Urbano,0.0,0.0,0.0,VIII,Lerma-Santiago-Pacífico,99.09,0.9099999999999966
15020,Coacalco de Berriozábal,28.6164326509,2.4690179047,0.1036818802,México,293449,0.0695180423174043,Urbano,124161296.0,423.0,48571.0,XIII,Aguas del Valle de México,99.81,0.18999999999999773
15021,Coatepec Harinas,50.08416534,5.5451112538,25.7727752719,México,38648,82.03270544400745,Rural,2537190.0,66.0,1468.0,IV,Balsas,97.1,2.9000000000000057
15022,Cocotitlán,51.3209170994,5.0555475167,9.3326428873,México,15123,31.95794485221186,Urbano,4556550.0,302.0,1189.0,XIII,Aguas del Valle de México,92.4,7.599999999999994
15023,Coyotepec,54.0984652408,7.4851677319,6.5017860589,México,40890,8.432379554903399,Urbano,0.0,0.0,0.0,XIII,Aguas del Valle de México,98.01,1.9899999999999949
15024,Cuautitlán,34.1182412038,2.9564408076,2.6105825921,México,178863,3.487026383321313,Urbano,82325085.0,460.0,28016.0,XIII,Aguas del Valle de México,99.57,0.4300000000000068
15025,Chalco,58.0802286367,11.9108145873,11.0995127261,México,400061,3.221258758039399,Urbano,64245018.0,161.0,33208.0,XIII,Aguas del Valle de México,91.92,8.079999999999998
15026,Chapa de Mota,66.9604055611,12.8764488452,32.0412475453,México,31739,56.00365480954032,Rural,808903.0,25.0,292.0,XIII,Aguas del Valle de México,97.13,2.8700000000000045
15027,Chapultepec,42.2578757213,3.6346824939,4.1090908577,México,12772,16.51268399624178,Urbano,4051199.0,317.0,1209.0,VIII,Lerma-Santiago-Pacífico,99.19,0.8100000000000023
15028,Chiautla,60.5491777607,9.9678560042,12.6482520449,México,30045,26.56348810118156,Urbano,1222085.0,41.0,434.0,XIII,Aguas del Valle de México,96.44,3.5600000000000023
15029,Chicoloapan,55.6191944067,9.6356825222,6.984357548,México,200750,3.5955168119551684,Urbano,49358120.0,246.0,21238.0,XIII,Aguas del Valle de México,98.01,1.9899999999999949
15030,Chiconcuac,64.1912464186,9.0385845499,6.2124561039,México,27692,6.58673985266503,Urbano,480914.0,17.0,164.0,XIII,Aguas del Valle de México,96.89,3.1099999999999994
15031,Chimalhuacán,68.8681144074,13.0562889581,1.6603552067,México,705193,0.2804905891011397,Urbano,164209022.0,233.0,87328.0,XIII,Aguas del Valle de México,98.15,1.8499999999999943
15032,Donato Guerra,77.8331366589,25.2879381311,35.983093351,México,37444,62.995406473667344,Rural,83635.0,2.0,71.0,IV,Balsas,88.31,11.689999999999998
15033,Ecatepec de Morelos,43.4944553744,5.3442143881,1.8246573295,México,1645352,0.1050838969412016,Urbano,296622219.0,180.0,123181.0,XIII,Aguas del Valle de México,98.9,1.0999999999999943
15034,Ecatzingo,62.3925405642,14.1873191971,29.576241732,México,10830,23.41643582640813,Urbano,664891.0,61.0,935.0,IV,Balsas,97.76,2.239999999999995
15035,Huehuetoca,47.5871783898,5.1463442842,4.0601218745,México,163248,4.020263647946682,Urbano,15555147.0,95.0,20219.0,XIII,Aguas del Valle de México,98.72,1.2800000000000011
15036,Hueypoxtla,67.5106453953,9.3721687629,5.5623843228,México,46757,9.562204589687106,Urbano,3954175.0,85.0,2152.0,XIII,Aguas del Valle de México,97.71,2.2900000000000063
15037,Huixquilucan,51.3181607254,6.9003700943,17.4247298365,México,284969,10.082851117139056,Urbano,271080667.0,951.0,43023.0,XIII,Aguas del Valle de México,97.5,2.5
15038,Isidro Fabela,37.2641323272,4.2160336467,16.4909571729,México,11929,100.0,Rural,636870.0,53.0,1233.0,XIII,Aguas del Valle de México,99.28,0.7199999999999989
15039,Ixtapaluca,54.181767735,8.1833923214,3.6353317692,México,542249,3.2145748539877435,Urbano,110196071.0,203.0,35903.0,XIII,Aguas del Valle de México,97.71,2.2900000000000063
15040,Ixtapan de la Sal,50.2789803028,4.6295039062,5.2639040999,México,36911,47.64162444799653,Urbano,11328477.0,307.0,4524.0,IV,Balsas,93.32,6.680000000000007
15041,Ixtapan del Oro,80.9428838951,18.5371410737,47.3470661673,México,6475,100.0,Rural,0.0,0.0,0.0,IV,Balsas,97.68,2.319999999999993
15042,Ixtlahuaca,76.3726210239,20.1469505391,41.4811872009,México,160139,23.75748568431176,Urbano,1517932.0,9.0,398.0,VIII,Lerma-Santiago-Pacífico,94.26,5.739999999999995
15043,Xalatlaco,64.2478305042,12.1093861428,13.5601713694,México,30695,44.22218602378237,Urbano,122791.0,4.0,163.0,VIII,Lerma-Santiago-Pacífico,97.05,2.950000000000003
15044,Jaltenco,51.7388490933,3.6880310045,0.3502284759,México,28217,0.0,Urbano,7095825.0,251.0,4298.0,XIII,Aguas del Valle de México,99.81,0.18999999999999773
15045,Jilotepec,49.8418128471,7.313942846,19.7081578058,México,87671,50.47164969031949,Rural,36822765.0,420.0,18937.0,XIII,Aguas del Valle de México,91.77,8.230000000000004
15046,Jilotzingo,45.8004005608,3.0901102361,9.6328257005,México,19877,60.12979825929467,Rural,0.0,0.0,0.0,XIII,Aguas del Valle de México,99.16,0.8400000000000034
15047,Jiquipilco,71.4268466983,19.5992438669,31.4495113853,México,76835,68.29179410424938,Rural,116941.0,2.0,437.0,VIII,Lerma-Santiago-Pacífico,97.85,2.1500000000000057
15048,Jocotitlán,54.3533537391,7.3878489909,15.302164218,México,69286,45.60228617613948,Urbano,3988430.0,58.0,2467.0,VIII,Lerma-Santiago-Pacífico,97.56,2.4399999999999977
15049,Joquicingo,69.9038349975,13.106144153,27.2203405165,México,15428,35.9865180191859,Urbano,332388.0,22.0,148.0,IV,Balsas,97.52,2.480000000000004
15050,Juchitepec,70.5398362562,7.8472144794,5.2464574725,México,27151,6.935287834702221,Urbano,1328035.0,49.0,783.0,IV,Balsas,97.76,2.239999999999995
15051,Lerma,34.8463641916,4.002170225,4.3700963992,México,170335,27.87565679396484,Urbano,103589303.0,608.0,8049.0,VIII,Lerma-Santiago-Pacífico,99.08,0.9200000000000017
15052,Malinalco,66.5148324663,17.0210076998,43.4501813802,México,28156,57.32703509021167,Rural,2509149.0,89.0,1478.0,IV,Balsas,95.76,4.239999999999995
15053,Melchor Ocampo,53.4570887162,6.1870999809,2.5359453901,México,61225,3.611269906084116,Urbano,9076722.0,148.0,3409.0,XIII,Aguas del Valle de México,99.48,0.519999999999996
15054,Metepec,33.2438820822,3.0656660491,3.8334687764,México,242307,4.249980396769388,Urbano,159472512.0,658.0,36327.0,VIII,Lerma-Santiago-Pacífico,99.42,0.5799999999999983
15055,Mexicaltzingo,53.9971960811,5.752225212,4.3540740333,México,13807,21.387701890345475,Urbano,1189579.0,86.0,831.0,VIII,Lerma-Santiago-Pacífico,98.05,1.9500000000000028
15056,Morelos,72.832969725,17.3285789158,29.1880547724,México,33186,42.55408907370578,Urbano,376218.0,11.0,495.0,XIII,Aguas del Valle de México,92.93,7.069999999999993
15057,Naucalpan de Juárez,42.6054903693,4.8604010942,4.1704113203,México,834440,3.4419490916063467,Urbano,741597062.0,889.0,108748.0,XIII,Aguas del Valle de México,99.44,0.5600000000000023
15058,Nezahualcóyotl,46.4596328984,5.1419148981,0.4236231611,México,1081632,0.0103547232330404,Urbano,234360200.0,218.0,86778.0,XIII,Aguas del Valle de México,99.64,0.35999999999999943
15059,Nextlalpan,54.1022122604,6.3217181479,3.9230912237,México,57096,6.2105926860025225,Urbano,6426442.0,113.0,5072.0,XIII,Aguas del Valle de México,98.01,1.9899999999999949
15060,Nicolás Romero,51.3955346593,7.9946716158,19.6341093324,México,430601,6.476993783107796,Urbano,83724841.0,194.0,40480.0,XIII,Aguas del Valle de México,95.65,4.349999999999994
15061,Nopaltepec,60.2449484511,2.4007049409,3.9095892993,México,10355,15.992274263640754,Urbano,1323330.0,128.0,1075.0,XIII,Aguas del Valle de México,99.14,0.8599999999999994
15062,Ocoyoacac,49.1519732841,7.542248217,8.0066758025,México,72106,24.54858125537403,Urbano,4378361.0,61.0,198.0,VIII,Lerma-Santiago-Pacífico,98.14,1.8599999999999994
15063,Ocuilan,64.5524811358,12.08287398,31.893063548,México,36224,91.33723498233216,Rural,466325.0,13.0,420.0,IV,Balsas,96.28,3.719999999999999
15064,El Oro,61.1183109954,11.7989578004,23.5868493488,México,36937,83.83734466794813,Rural,4118373.0,111.0,1958.0,VIII,Lerma-Santiago-Pacífico,93.93,6.069999999999993
15065,Otumba,63.1603927138,7.3903512223,10.7298381202,México,37269,39.22831307520996,Urbano,2111972.0,58.0,2580.0,XIII,Aguas del Valle de México,97.92,2.0799999999999983
15066,Otzoloapan,64.9333614509,8.2787853226,33.69886124,México,4934,100.0,Rural,23001.0,5.0,23.0,IV,Balsas,99.44,0.5600000000000023
15067,Otzolotepec,61.7488379513,12.372144376,25.6277490941,México,88785,30.461226558540293,Urbano,185391.0,2.0,64.0,VIII,Lerma-Santiago-Pacífico,99.53,0.46999999999999886
15068,Ozumba,65.8886948626,12.6428712708,25.1646126518,México,30800,18.99025974025974,Urbano,3089375.0,100.0,1102.0,IV,Balsas,90.94,9.060000000000002
15069,Papalotla,48.234496124,4.4537037037,1.1197243755,México,4870,1.7659137577002053,Urbano,1009209.0,208.0,490.0,XIII,Aguas del Valle de México,100.0,0.0
15070,La Paz,62.6520699406,13.6498265014,10.2459611624,México,304088,1.3831522454026466,Urbano,15366891.0,51.0,13708.0,XIII,Aguas del Valle de México,91.66,8.340000000000003
15071,Polotitlán,47.0906171092,4.0685772114,14.1434489303,México,14991,78.58048162230672,Rural,2699259.0,180.0,2840.0,XIII,Aguas del Valle de México,99.04,0.9599999999999937
15072,Rayón,48.476595295,2.6756519555,0.850347802,México,15975,4.582159624413146,Urbano,609898.0,38.0,328.0,VIII,Lerma-Santiago-Pacífico,99.38,0.6200000000000045
15073,San Antonio la Isla,44.884254853,3.9980044856,2.4188068134,México,31962,6.348163444089856,Urbano,7381071.0,231.0,3249.0,VIII,Lerma-Santiago-Pacífico,99.5,0.5
15074,San Felipe del Progreso,75.3629744891,26.9560793892,49.6899330506,México,144924,52.54616212635588,Rural,2762520.0,19.0,940.0,VIII,Lerma-Santiago-Pacífico,80.42,19.58
15075,San Martín de las Pirámides,48.5963103196,3.6730765961,7.3419878956,México,29196,51.07891491985204,Rural,957120.0,33.0,527.0,XIII,Aguas del Valle de México,98.16,1.8400000000000034
15076,San Mateo Atenco,53.9454240722,9.9711002296,8.9838270394,México,97418,1.0295838551397072,Urbano,22875423.0,235.0,6868.0,VIII,Lerma-Santiago-Pacífico,96.87,3.1299999999999955
15077,San Simón de Guerrero,61.1367953431,11.3602941176,49.21875,México,6700,100.0,Rural,21201.0,3.0,22.0,IV,Balsas,99.09,0.9099999999999966
15078,Santo Tomás,55.0455855664,8.2252588876,29.4864951425,México,9729,100.0,Rural,0.0,0.0,0.0,IV,Balsas,96.13,3.8700000000000045
15079,Soyaniquilpan de Juárez,50.3056864311,5.8065572326,28.33740516,México,14323,60.161977239405154,Rural,0.0,0.0,0.0,XIII,Aguas del Valle de México,94.73,5.269999999999996
15080,Sultepec,66.1149918814,14.6608615998,58.936725725,México,24145,72.90122178504866,Rural,317519.0,13.0,252.0,IV,Balsas,95.04,4.959999999999994
15081,Tecámac,40.2276858559,4.1544012612,1.4193752588,México,547531,2.030387320535276,Urbano,258427081.0,472.0,110704.0,XIII,Aguas del Valle de México,99.03,0.9699999999999989
15082,Tejupilco,59.7528869367,13.0958365555,39.7185215533,México,79336,56.9085913078552,Rural,6020362.0,76.0,4451.0,IV,Balsas,89.48,10.519999999999996
15083,Temamatla,46.5562870157,5.9749251499,10.2101224006,México,14150,35.6113074204947,Urbano,938084.0,66.0,665.0,XIII,Aguas del Valle de México,92.07,7.930000000000007
15084,Temascalapa,61.9682324524,9.4548293561,22.7394961302,México,43593,27.3117243594155,Urbano,5049584.0,116.0,2829.0,XIII,Aguas del Valle de México,93.99,6.010000000000005
15085,Temascalcingo,67.883639856,20.8031664856,38.333718079,México,66414,55.138976721775535,Rural,1172015.0,18.0,992.0,VIII,Lerma-Santiago-Pacífico,97.52,2.480000000000004
15086,Temascaltepec,62.4446737796,13.4041450122,43.9388677789,México,35025,100.0,Rural,162855.0,5.0,105.0,IV,Balsas,97.01,2.989999999999995
15087,Temoaya,61.9723155885,18.13321768,43.479574203,México,105784,39.812258942751264,Urbano,2819535.0,27.0,5724.0,VIII,Lerma-Santiago-Pacífico,99.13,0.8700000000000045
15088,Tenancingo,62.7421384982,13.3914907685,21.7393184888,México,104688,37.134151001069846,Urbano,19241725.0,184.0,10998.0,IV,Balsas,96.14,3.8599999999999994
15089,Tenango del Aire,58.5153025943,5.3388298361,3.4656718722,México,11412,19.36558009113214,Urbano,690767.0,61.0,604.0,XIII,Aguas del Valle de México,98.67,1.3299999999999983
15090,Tenango del Valle,67.4900475069,14.2320318781,16.0866081051,México,90518,18.70898605802161,Urbano,6622916.0,73.0,2537.0,VIII,Lerma-Santiago-Pacífico,98.32,1.6800000000000068
15091,Teoloyucan,52.2369282325,5.4457751312,7.4794633768,México,65459,4.839670633526329,Urbano,10497102.0,160.0,4830.0,XIII,Aguas del Valle de México,98.83,1.1700000000000017
15092,Teotihuacán,54.7045122349,5.9046703846,6.3730745969,México,58517,12.919322590016575,Urbano,5046739.0,86.0,1595.0,XIII,Aguas del Valle de México,96.51,3.489999999999995
15093,Tepetlaoxtoc,56.2554007569,5.5531165204,8.8588938072,México,32592,28.347447226313204,Urbano,225388.0,7.0,80.0,XIII,Aguas del Valle de México,96.7,3.299999999999997
15094,Tepetlixpa,64.1953789007,11.9333456982,21.8039021601,México,20522,27.180586687457364,Urbano,2797157.0,136.0,1923.0,IV,Balsas,93.6,6.400000000000006
15095,Tepotzotlán,46.324140968,6.0523319497,4.721334073,México,103701,17.625673812210106,Urbano,30405366.0,293.0,5187.0,XIII,Aguas del Valle de México,94.34,5.659999999999997
15096,Tequixquiac,61.8364958483,6.3034589014,9.4189949619,México,39491,7.533362031855359,Urbano,5900362.0,149.0,1352.0,XIII,Aguas del Valle de México,96.83,3.1700000000000017
15097,Texcaltitlán,56.5884462699,10.0398551735,26.6924457017,México,18488,84.23301601038511,Rural,105842.0,6.0,0.0,IV,Balsas,93.83,6.170000000000002
15098,Texcalyacac,53.8325824473,3.3789872049,2.8293386196,México,5736,11.01813110181311,Urbano,105438.0,18.0,56.0,VIII,Lerma-Santiago-Pacífico,99.95,0.04999999999999716
15099,Texcoco,56.4142146739,9.8004992218,19.5516583718,México,277591,13.62183932476197,Urbano,29871881.0,108.0,8033.0,XIII,Aguas del Valle de México,91.39,8.61
15100,Tezoyuca,63.5026970671,10.3427162256,26.4519273513,México,47044,5.8753507354816765,Urbano,0.0,0.0,0.0,XIII,Aguas del Valle de México,69.55,30.450000000000003
15101,Tianguistenco,60.4360056479,12.5151390329,21.492588144,México,84259,32.51403410911594,Urbano,11594978.0,138.0,2041.0,VIII,Lerma-Santiago-Pacífico,97.75,2.25
15102,Timilpan,45.2215502584,4.0804295855,19.2947027524,México,16414,100.0,Rural,1659652.0,101.0,2225.0,XIII,Aguas del Valle de México,97.14,2.8599999999999994
15103,Tlalmanalco,51.5247548207,6.5332252545,10.6143156259,México,49281,14.117002495890912,Urbano,1055955.0,21.0,268.0,XIII,Aguas del Valle de México,99.54,0.45999999999999375
15104,Tlalnepantla de Baz,36.6906609961,3.9195149073,0.2006630804,México,672202,0.0394226735415842,Urbano,754353069.0,1122.0,131070.0,XIII,Aguas del Valle de México,99.61,0.39000000000000057
15105,Tlatlaya,60.8475174082,15.6268780263,68.8750503511,México,31823,92.13461961474404,Rural,0.0,0.0,0.0,IV,Balsas,92.03,7.969999999999999
15106,Toluca,51.8394398603,10.8403573512,15.7504274862,México,910636,4.525408615517067,Urbano,525048054.0,577.0,60243.0,VIII,Lerma-Santiago-Pacífico,97.84,2.1599999999999966
15107,Tonatico,49.0530516651,3.7910628988,12.3269812959,México,12912,45.62422552664188,Urbano,931821.0,72.0,1486.0,IV,Balsas,95.7,4.299999999999997
15108,Tultepec,43.2215366943,5.0793493291,1.1151763752,México,157651,4.301907377688692,Urbano,54830012.0,348.0,26699.0,XIII,Aguas del Valle de México,99.78,0.21999999999999886
15109,Tultitlán,42.2179774733,5.0507234243,1.5611330289,México,516341,0.3201372736234388,Urbano,232799803.0,451.0,64763.0,XIII,Aguas del Valle de México,99.51,0.4899999999999949
15110,Valle de Bravo,59.9561438306,9.5007901236,9.3481391158,México,61624,47.71030767233545,Urbano,37335034.0,606.0,8275.0,IV,Balsas,98.01,1.9899999999999949
15111,Villa de Allende,73.7555257396,19.4867795009,40.0330228654,México,53281,88.18715864942475,Rural,0.0,0.0,0.0,IV,Balsas,92.13,7.8700000000000045
15112,Villa del Carbón,64.7393711545,13.6112491554,29.4537353138,México,51507,58.25810084066243,Rural,1807331.0,35.0,918.0,XIII,Aguas del Valle de México,96.61,3.3900000000000006
15113,Villa Guerrero,66.6147158622,13.9646737187,38.4478500728,México,69086,49.6598442520916,Urbano,1208183.0,17.0,1051.0,IV,Balsas,96.8,3.200000000000003
15114,Villa Victoria,71.863039916,23.7060667539,48.2069342658,México,108206,79.15734802136666,Rural,839922.0,8.0,4787.0,IV,Balsas,83.4,16.599999999999994
15115,Xonacatlán,60.7435771795,10.1615540733,17.8336070146,México,54633,22.490070104149503,Urbano,1215521.0,22.0,866.0,VIII,Lerma-Santiago-Pacífico,99.12,0.8799999999999955
15116,Zacazonapan,56.6893787575,6.2853707415,19.7595190381,México,5109,31.94362889019377,Urbano,32800.0,6.0,0.0,IV,Balsas,98.37,1.6299999999999955
15117,Zacualpan,65.2188617942,14.8201683323,63.724495902,México,13532,77.17262784510788,Rural,508534.0,38.0,373.0,IV,Balsas,81.83,18.17
15118,Zinacantepec,52.4587476449,9.729370733,16.175497103,México,203876,16.551727520649806,Urbano,48349873.0,237.0,3844.0,VIII,Lerma-Santiago-Pacífico,97.8,2.200000000000003
15119,Zumpahuacán,77.5774740127,22.3072680292,53.4363908086,México,18833,74.34821855254076,Rural,0.0,0.0,0.0,IV,Balsas,94.56,5.439999999999998
15120,Zumpango,58.5394183314,7.84391503,1.9502283911,México,280489,8.08873075236462,Urbano,53470285.0,191.0,32495.0,XIII,Aguas del Valle de México,98.22,1.7800000000000011
15121,Cuautitlán Izcalli,31.5253340169,3.6603958216,4.3178870189,México,555163,1.7108488858227224,Urbano,253209377.0,456.0,45843.0,XIII,Aguas del Valle de México,98.05,1.9500000000000028
15122,Valle de Chalco Solidaridad,66.2794809789,13.0634071381,2.9674983752,México,391745,0.2154462724476381,Urbano,97949726.0,250.0,41716.0,XIII,Aguas del Valle de México,98.15,1.8499999999999943
15123,Luvianos,74.8870475376,22.6277896434,55.2223430798,México,29000,69.98620689655172,Rural,761532.0,26.0,332.0,IV,Balsas,83.58,16.42
